"Gene","Uniprot","Pearson_correlation"
"DYNLL1","P63167",0.65238753379121
"RPL38","P63173",0.536751987454987
"GNG5","P63218",0.57451522280435
"EIF5A","P63241",0.53362100240841
"TMSB10","P63313",0.787598811918978
"PPP2CA","P67775",0.524213867317713
"TPM4","P67936",0.748241342410888
"TUBB4B","P68371",0.599750208054057
"H3C7","P68431-C7",0.584181162025376
"CXADR","P78310",0.611194695560911
"SIRPA","P78324",0.653400240762007
"RBM6","P78332",0.591623964664605
"ADARB1","P78563",0.520760395034713
"MRPS21","P82921",0.539178512538911
"RPL36A","P83881",0.556116446407396
"ARF1","P84077",0.702285197018362
"ARF5","P84085",0.546100410302325
"RPL19","P84098",0.636767442568552
"PRR5","P85299",0.520484773379154
"XIAP","P98170",0.623321300783949
"EFNB1","P98172",0.554044164023437
"FAM3A","P98173",0.621247553971978
"ATP2C1","P98194",0.601306636485104
"HNRNPU","Q00839",0.55797887223325
"PSG6","Q00889",0.548537105899817
"BEX3","Q00994",0.615145938868371
"IFITM2","Q01629",0.542753237593542
"SPIB","Q01892",0.586102859924991
"COL4A3","Q01955",0.80628735284681
"ID2","Q02363",0.527301163368458
"SP3","Q02447",0.505332757249382
"ID3","Q02535",0.618334515947201
"NHLH2","Q02577",0.575937101037919
"FKBP4","Q02790",0.609399354930385
"NUCB1","Q02818",0.736235415966734
"RPL6","Q02878",0.68848643674257
"DST","Q03001",0.612903498594053
"TGFBR3","Q03167",0.731345446161231
"PTH1R","Q03431",0.518448533666454
"ZNF85","Q03923",0.523925166274614
"ZNF90","Q03938",0.542870989485536
"TLE4","Q04727",0.514862575131513
"EMX1","Q04741",0.662020618374411
"GLO1","Q04760",0.538196133169703
"CD164","Q04900",0.565839727632897
"PTPN11","Q06124",0.577994619420707
"APLP2","Q06481",0.590210975963385
"SOX4","Q06945",0.593292158563073
"RPL18","Q07020",0.575822118042079
"ENPEP","Q07075",0.566711202348124
"MCL1","Q07820",0.519254607784223
"SOS2","Q07890",0.55336918564027
"CRYZ","Q08257",0.522965917240984
"PDE4C","Q08493",0.568782919794221
"PDE4D","Q08499",0.542536415779875
"SPOCK1","Q08629",0.736245323141102
"CD47","Q08722",0.547276712398042
"SSRP1","Q08945",0.677862901731553
"DMWD","Q09019",0.622336517963627
"MGAT5","Q09328",0.700191712883526
"ZNF763","Q0D2J5",0.709009848657392
"ZNF816","Q0VGE8",0.698787509635375
"GALNT2","Q10471",0.599979244121631
"BST2","Q10589",0.743975444365153
"ST3GAL1","Q11201",0.596997240041841
"SREBF2","Q12772",0.585085687156186
"ILF3","Q12906",0.578723076437945
"PTP4A2","Q12974",0.538726647622614
"BNIP3","Q12983",0.540070580626193
"CSTF3","Q12996",0.593095310100177
"IL24","Q13007",0.575879415193363
"ECH1","Q13011",0.50340270624743
"PLA2R1","Q13018",0.72787051652728
"BAMBI","Q13145",0.54128126002786
"CBX3","Q13185",0.683146125115078
"PSMD2","Q13200",0.581664501091858
"DNAJC3","Q13217",0.578155147794168
"KLRD1","Q13241",0.568433125440301
"SRSF5","Q13243",0.697169383685283
"ATM","Q13315",0.505711728202812
"UBE2V1","Q13404",0.639632824908955
"DYNC1I2","Q13409",0.727106891433558
"OS9","Q13438",0.549930018632185
"TUSC3","Q13454",0.587444592744577
"SMAD4","Q13485",0.61203512260601
"SQSTM1","Q13501",0.574108278744909
"SNW1","Q13573",0.619816710236837
"IQGAP2","Q13576",0.761539730521782
"SEMA5A","Q13591",0.660217677032314
"AAMP","Q13685",0.573377882469835
"TUBB2A","Q13885",0.527337072663825
"PDE7A","Q13946",0.575591777767229
"CIRBP","Q14011",0.569556978993134
"COX17","Q14061",0.507259980632469
"HNRNPD","Q14103",0.567625295711026
"SCARB2","Q14108",0.67766496686657
"DAG1","Q14118",0.639363768766796
"VGLL4","Q14135",0.537737790712267
"EIF3A","Q14152",0.556833179970898
"MLEC","Q14165",0.591237030102123
"TFDP1","Q14186",0.513353128087655
"DYNC1H1","Q14204",0.717204196412258
"CTTN","Q14247",0.60466846408067
"RCN2","Q14257",0.504761412729895
"FAT1","Q14517",0.639517817341255
"MXD4","Q14582",0.547808404694219
"KANK1","Q14678",0.558953377745163
"MBTPS1","Q14703",0.551401157994798
"MEF2D","Q14814",0.51678583619497
"LASP1","Q14847",0.557780397423867
"RAB39A","Q14964",0.586502002771532
"ZNF638","Q14966",0.516271240908977
"KPNB1","Q14974",0.576767876394847
"EMC2","Q15006",0.585153288532838
"SEPTIN2","Q15019",0.521490959528371
"DAZAP2","Q15038",0.590508056394478
"ARL6IP1","Q15041",0.559956887653703
"POSTN","Q15063",0.534146536626575
"PEA15","Q15121",0.599233299580709
"PLEC","Q15149",0.573443493136056
"PPA1","Q15181",0.692496290490587
"PTGES3","Q15185",0.627738212426906
"NONO","Q15233",0.655284551778422
"RNPS1","Q15287",0.574964019454669
"RCN1","Q15293",0.61926798281892
"ELOC","Q15369",0.553349641746159
"SAFB","Q15424",0.627446314243774
"RBMS2","Q15434",0.619907212730706
"SS18","Q15532",0.507165030977478
"TAF7","Q15545",0.547213326738802
"TRAM1","Q15629",0.736032448330777
"TSN","Q15631",0.577872770723155
"SF1","Q15637",0.61445557645798
"HMGN3","Q15651",0.629346258552211
"MAPRE1","Q15691",0.511023045785605
"TOMM34","Q15785",0.531853427011362
"NEDD8","Q15843",0.558180211953853
"ZNF124","Q15973",0.504413973163724
"CDC37","Q16543",0.54471769085905
"LY6E","Q16553",0.575401577953846
"DPYSL2","Q16555",0.561778350031663
"SGCB","Q16585",0.67897621926358
"SGCA","Q16586",0.644558116620023
"ECM1","Q16610",0.514956699784274
"SRSF7","Q16629",0.692603434440347
"MIA","Q16674",0.558077595292501
"NDUFA5","Q16718",0.585133982436131
"GUK1","Q16774",0.603662205238981
"ST3GAL2","Q16842",0.583691744017925
"UGP2","Q16851",0.513125255296311
"ATP6V1F","Q16864",0.598051475963219
"IMMT","Q16891",0.506078350251158
"CPEB4","Q17RY0",0.603175689801707
"HNRNPUL2","Q1KMD3",0.554690780177449
"INSYN1","Q2T9L4",0.534439982590229
"PIGY","Q3MUY2",0.505369092023715
"VMA21","Q3ZAQ7",0.625230624012061
"PARP14","Q460N5",0.531206533053343
"PLEKHN1","Q494U1",0.504288538841088
"SPDYE2","Q495Y8",0.548590630713307
"SLFNL1","Q499Z3",0.52421192404409
"TTC31","Q49AM3",0.519274776356874
"TBC1D10B","Q4KMP7",0.79183245519638
"C4orf46","Q504U0",0.533883339902643
"ARHGAP29","Q52LW3",0.506787219445907
"CCDC184","Q52MB2",0.52941543778731
"LUZP6","Q538Z0",0.604655095528178
"PDCD4","Q53EL6",0.698659740988231
"FNDC3B","Q53EP0",0.664989515090958
"LBH","Q53QV2",0.5208504066066
"HABP4","Q5JVS0",0.591574817035552
"ELFN2","Q5R3F8",0.804698871776206
"EXOSC6","Q5RKV6",0.555713440280556
"ZNF362","Q5T0B9",0.573069800954649
"FNBP1L","Q5T0N5",0.50592548532801
"PDZK1","Q5T2W1",0.546384980392379
"ZNF684","Q5T5D7",0.576990509034811
"ARHGAP21","Q5T5U3",0.521602155642002
"CPTP","Q5TA50",0.561578021447911
"LCE4A","Q5TA78",0.642747345489774
"FRY","Q5TBA9",0.500837889303265
